id,prefecture_id,name,created_at,updated_at
1105,1,枝幸郡枝幸町,2024/10/17 14:06,2024/10/17 14:06
1106,1,天塩郡豊富町,2024/10/17 14:06,2024/10/17 14:06
1107,1,礼文郡礼文町,2024/10/17 14:06,2024/10/17 14:06
1108,1,利尻郡利尻町,2024/10/17 14:06,2024/10/17 14:06
1109,1,利尻郡利尻富士町,2024/10/17 14:06,2024/10/17 14:06
1110,1,天塩郡幌延町,2024/10/17 14:06,2024/10/17 14:06
1111,1,網走郡美幌町,2024/10/17 14:06,2024/10/17 14:06
1112,1,網走郡津別町,2024/10/17 14:06,2024/10/17 14:06
1113,1,斜里郡斜里町,2024/10/17 14:06,2024/10/17 14:06
1114,1,斜里郡清里町,2024/10/17 14:06,2024/10/17 14:06
1115,1,斜里郡小清水町,2024/10/17 14:06,2024/10/17 14:06
1116,1,常呂郡訓子府町,2024/10/17 14:06,2024/10/17 14:06
1117,1,常呂郡置戸町,2024/10/17 14:06,2024/10/17 14:06
1118,1,常呂郡佐呂間町,2024/10/17 14:06,2024/10/17 14:06
1119,1,紋別郡遠軽町,2024/10/17 14:06,2024/10/17 14:06
1120,1,紋別郡湧別町,2024/10/17 14:06,2024/10/17 14:06
1121,1,紋別郡滝上町,2024/10/17 14:06,2024/10/17 14:06
1122,1,紋別郡興部町,2024/10/17 14:06,2024/10/17 14:06
1123,1,紋別郡西興部村,2024/10/17 14:06,2024/10/17 14:06
1124,1,紋別郡雄武町,2024/10/17 14:06,2024/10/17 14:06
1125,1,網走郡大空町,2024/10/17 14:06,2024/10/17 14:06
1126,1,虻田郡豊浦町,2024/10/17 14:06,2024/10/17 14:06
1127,1,有珠郡壮瞥町,2024/10/17 14:06,2024/10/17 14:06
1128,1,白老郡白老町,2024/10/17 14:06,2024/10/17 14:06
1129,1,勇払郡厚真町,2024/10/17 14:06,2024/10/17 14:06
1130,1,虻田郡洞爺湖町,2024/10/17 14:06,2024/10/17 14:06
1131,1,勇払郡安平町,2024/10/17 14:06,2024/10/17 14:06
1132,1,勇払郡むかわ町,2024/10/17 14:06,2024/10/17 14:06
1133,1,沙流郡日高町,2024/10/17 14:06,2024/10/17 14:06
1134,1,沙流郡平取町,2024/10/17 14:06,2024/10/17 14:06
1135,1,新冠郡新冠町,2024/10/17 14:06,2024/10/17 14:06
1136,1,浦河郡浦河町,2024/10/17 14:06,2024/10/17 14:06
1137,1,様似郡様似町,2024/10/17 14:06,2024/10/17 14:06
1138,1,幌泉郡えりも町,2024/10/17 14:06,2024/10/17 14:06
1139,1,日高郡新ひだか町,2024/10/17 14:06,2024/10/17 14:06
1140,1,河東郡音更町,2024/10/17 14:06,2024/10/17 14:06
1141,1,河東郡士幌町,2024/10/17 14:06,2024/10/17 14:06
1142,1,河東郡上士幌町,2024/10/17 14:06,2024/10/17 14:06
1143,1,河東郡鹿追町,2024/10/17 14:06,2024/10/17 14:06
1144,1,上川郡新得町,2024/10/17 14:06,2024/10/17 14:06
1145,1,上川郡清水町,2024/10/17 14:06,2024/10/17 14:06
1146,1,河西郡芽室町,2024/10/17 14:06,2024/10/17 14:06
1147,1,河西郡中札内村,2024/10/17 14:06,2024/10/17 14:06
1148,1,河西郡更別村,2024/10/17 14:06,2024/10/17 14:06
1149,1,広尾郡大樹町,2024/10/17 14:06,2024/10/17 14:06
1150,1,広尾郡広尾町,2024/10/17 14:06,2024/10/17 14:06
1151,1,中川郡幕別町,2024/10/17 14:06,2024/10/17 14:06
1152,1,中川郡池田町,2024/10/17 14:06,2024/10/17 14:06
1153,1,中川郡豊頃町,2024/10/17 14:06,2024/10/17 14:06
1154,1,中川郡本別町,2024/10/17 14:06,2024/10/17 14:06
1155,1,足寄郡足寄町,2024/10/17 14:06,2024/10/17 14:06
1156,1,足寄郡陸別町,2024/10/17 14:06,2024/10/17 14:06
1157,1,十勝郡浦幌町,2024/10/17 14:06,2024/10/17 14:06
1158,1,釧路郡釧路町,2024/10/17 14:06,2024/10/17 14:06
1159,1,厚岸郡厚岸町,2024/10/17 14:06,2024/10/17 14:06
1160,1,厚岸郡浜中町,2024/10/17 14:06,2024/10/17 14:06
1161,1,川上郡標茶町,2024/10/17 14:06,2024/10/17 14:06
1162,1,川上郡弟子屈町,2024/10/17 14:06,2024/10/17 14:06
1163,1,阿寒郡鶴居村,2024/10/17 14:06,2024/10/17 14:06
1164,1,白糠郡白糠町,2024/10/17 14:06,2024/10/17 14:06
1165,1,野付郡別海町,2024/10/17 14:06,2024/10/17 14:06
1166,1,標津郡中標津町,2024/10/17 14:06,2024/10/17 14:06
1167,1,標津郡標津町,2024/10/17 14:06,2024/10/17 14:06
1168,1,目梨郡羅臼町,2024/10/17 14:06,2024/10/17 14:06
1169,2,青森市,2024/10/17 14:06,2024/10/17 14:06
1170,2,弘前市,2024/10/17 14:06,2024/10/17 14:06
1171,2,八戸市,2024/10/17 14:06,2024/10/17 14:06
1172,2,黒石市,2024/10/17 14:06,2024/10/17 14:06
1173,2,五所川原市,2024/10/17 14:06,2024/10/17 14:06
1174,2,十和田市,2024/10/17 14:06,2024/10/17 14:06
1175,2,三沢市,2024/10/17 14:06,2024/10/17 14:06
1176,2,むつ市,2024/10/17 14:06,2024/10/17 14:06
1177,2,つがる市,2024/10/17 14:06,2024/10/17 14:06
1178,2,平川市,2024/10/17 14:06,2024/10/17 14:06
1179,2,東津軽郡平内町,2024/10/17 14:06,2024/10/17 14:06
1180,2,東津軽郡今別町,2024/10/17 14:06,2024/10/17 14:06
1181,2,東津軽郡蓬田村,2024/10/17 14:06,2024/10/17 14:06
1182,2,東津軽郡外ヶ浜町,2024/10/17 14:06,2024/10/17 14:06
1183,2,西津軽郡鰺ヶ沢町,2024/10/17 14:06,2024/10/17 14:06
1184,2,西津軽郡深浦町,2024/10/17 14:06,2024/10/17 14:06
1185,2,中津軽郡西目屋村,2024/10/17 14:06,2024/10/17 14:06
1186,2,南津軽郡藤崎町,2024/10/17 14:06,2024/10/17 14:06
1187,2,南津軽郡大鰐町,2024/10/17 14:06,2024/10/17 14:06
1188,2,南津軽郡田舎館村,2024/10/17 14:06,2024/10/17 14:06
1189,2,北津軽郡板柳町,2024/10/17 14:06,2024/10/17 14:06
1190,2,北津軽郡鶴田町,2024/10/17 14:06,2024/10/17 14:06
1191,2,北津軽郡中泊町,2024/10/17 14:06,2024/10/17 14:06
1192,2,上北郡野辺地町,2024/10/17 14:06,2024/10/17 14:06
1193,2,上北郡七戸町,2024/10/17 14:06,2024/10/17 14:06
1194,2,上北郡六戸町,2024/10/17 14:06,2024/10/17 14:06
1195,2,上北郡横浜町,2024/10/17 14:06,2024/10/17 14:06
1196,2,上北郡東北町,2024/10/17 14:06,2024/10/17 14:06
1197,2,上北郡六ヶ所村,2024/10/17 14:06,2024/10/17 14:06
1198,2,上北郡おいらせ町,2024/10/17 14:06,2024/10/17 14:06
1199,2,下北郡大間町,2024/10/17 14:06,2024/10/17 14:06
1200,2,下北郡東通村,2024/10/17 14:06,2024/10/17 14:06
1201,2,下北郡風間浦村,2024/10/17 14:06,2024/10/17 14:06
1202,2,下北郡佐井村,2024/10/17 14:06,2024/10/17 14:06
1203,2,三戸郡三戸町,2024/10/17 14:06,2024/10/17 14:06
1204,2,三戸郡五戸町,2024/10/17 14:06,2024/10/17 14:06
1205,2,三戸郡田子町,2024/10/17 14:06,2024/10/17 14:06
1206,2,三戸郡南部町,2024/10/17 14:06,2024/10/17 14:06
1207,2,三戸郡階上町,2024/10/17 14:06,2024/10/17 14:06
1208,2,三戸郡新郷村,2024/10/17 14:06,2024/10/17 14:06
1209,3,盛岡市,2024/10/17 14:06,2024/10/17 14:06
1210,3,宮古市,2024/10/17 14:06,2024/10/17 14:06
1211,3,大船渡市,2024/10/17 14:06,2024/10/17 14:06
1212,3,花巻市,2024/10/17 14:06,2024/10/17 14:06
1213,3,北上市,2024/10/17 14:06,2024/10/17 14:06
1214,3,久慈市,2024/10/17 14:06,2024/10/17 14:06
1215,3,遠野市,2024/10/17 14:06,2024/10/17 14:06
1216,3,一関市,2024/10/17 14:06,2024/10/17 14:06
1217,3,陸前高田市,2024/10/17 14:06,2024/10/17 14:06
1218,3,釜石市,2024/10/17 14:06,2024/10/17 14:06
1219,3,二戸市,2024/10/17 14:06,2024/10/17 14:06
1220,3,八幡平市,2024/10/17 14:06,2024/10/17 14:06
1221,3,奥州市,2024/10/17 14:06,2024/10/17 14:06
1222,3,滝沢市,2024/10/17 14:06,2024/10/17 14:06
1223,3,岩手郡雫石町,2024/10/17 14:06,2024/10/17 14:06
1224,3,岩手郡葛巻町,2024/10/17 14:06,2024/10/17 14:06
1225,3,岩手郡岩手町,2024/10/17 14:06,2024/10/17 14:06
1226,3,紫波郡紫波町,2024/10/17 14:06,2024/10/17 14:06
1227,3,紫波郡矢巾町,2024/10/17 14:06,2024/10/17 14:06
1228,3,和賀郡西和賀町,2024/10/17 14:06,2024/10/17 14:06
1229,3,胆沢郡金ケ崎町,2024/10/17 14:06,2024/10/17 14:06
1230,3,西磐井郡平泉町,2024/10/17 14:06,2024/10/17 14:06
1231,3,気仙郡住田町,2024/10/17 14:06,2024/10/17 14:06
1232,3,上閉伊郡大槌町,2024/10/17 14:06,2024/10/17 14:06
1233,3,下閉伊郡山田町,2024/10/17 14:07,2024/10/17 14:07
1234,3,下閉伊郡岩泉町,2024/10/17 14:07,2024/10/17 14:07
1235,3,下閉伊郡田野畑村,2024/10/17 14:07,2024/10/17 14:07
1236,3,下閉伊郡普代村,2024/10/17 14:07,2024/10/17 14:07
1237,3,九戸郡軽米町,2024/10/17 14:07,2024/10/17 14:07
1238,3,九戸郡野田村,2024/10/17 14:07,2024/10/17 14:07
1239,3,九戸郡九戸村,2024/10/17 14:07,2024/10/17 14:07
1240,3,九戸郡洋野町,2024/10/17 14:07,2024/10/17 14:07
1241,3,二戸郡一戸町,2024/10/17 14:07,2024/10/17 14:07
1242,4,仙台市青葉区,2024/10/17 14:07,2024/10/17 14:07
1243,4,仙台市宮城野区,2024/10/17 14:07,2024/10/17 14:07
1244,4,仙台市若林区,2024/10/17 14:07,2024/10/17 14:07
1245,4,仙台市太白区,2024/10/17 14:07,2024/10/17 14:07
1246,4,仙台市泉区,2024/10/17 14:07,2024/10/17 14:07
1247,4,石巻市,2024/10/17 14:07,2024/10/17 14:07
1248,4,塩竈市,2024/10/17 14:07,2024/10/17 14:07
1249,4,気仙沼市,2024/10/17 14:07,2024/10/17 14:07
1250,4,白石市,2024/10/17 14:07,2024/10/17 14:07
1251,4,名取市,2024/10/17 14:07,2024/10/17 14:07
1252,4,角田市,2024/10/17 14:07,2024/10/17 14:07
1253,4,多賀城市,2024/10/17 14:07,2024/10/17 14:07
1254,4,岩沼市,2024/10/17 14:07,2024/10/17 14:07
1255,4,登米市,2024/10/17 14:07,2024/10/17 14:07
1256,4,栗原市,2024/10/17 14:07,2024/10/17 14:07
1257,4,東松島市,2024/10/17 14:07,2024/10/17 14:07
1258,4,大崎市,2024/10/17 14:07,2024/10/17 14:07
1259,4,富谷市,2024/10/17 14:07,2024/10/17 14:07
1260,4,刈田郡蔵王町,2024/10/17 14:07,2024/10/17 14:07
1261,4,刈田郡七ヶ宿町,2024/10/17 14:07,2024/10/17 14:07
1262,4,柴田郡大河原町,2024/10/17 14:07,2024/10/17 14:07
1263,4,柴田郡村田町,2024/10/17 14:07,2024/10/17 14:07
1264,4,柴田郡柴田町,2024/10/17 14:07,2024/10/17 14:07
1265,4,柴田郡川崎町,2024/10/17 14:07,2024/10/17 14:07
1266,4,伊具郡丸森町,2024/10/17 14:07,2024/10/17 14:07
1267,4,亘理郡亘理町,2024/10/17 14:07,2024/10/17 14:07
1268,4,亘理郡山元町,2024/10/17 14:07,2024/10/17 14:07
1269,4,宮城郡松島町,2024/10/17 14:07,2024/10/17 14:07
1270,4,宮城郡七ヶ浜町,2024/10/17 14:07,2024/10/17 14:07
1271,4,宮城郡利府町,2024/10/17 14:07,2024/10/17 14:07
1272,4,黒川郡大和町,2024/10/17 14:07,2024/10/17 14:07
1273,4,黒川郡大郷町,2024/10/17 14:07,2024/10/17 14:07
1274,4,黒川郡大衡村,2024/10/17 14:07,2024/10/17 14:07
1275,4,加美郡色麻町,2024/10/17 14:07,2024/10/17 14:07
1276,4,加美郡加美町,2024/10/17 14:07,2024/10/17 14:07
1277,4,遠田郡涌谷町,2024/10/17 14:07,2024/10/17 14:07
1278,4,遠田郡美里町,2024/10/17 14:07,2024/10/17 14:07
1279,4,牡鹿郡女川町,2024/10/17 14:07,2024/10/17 14:07
1280,4,本吉郡南三陸町,2024/10/17 14:07,2024/10/17 14:07
1281,5,秋田市,2024/10/17 14:07,2024/10/17 14:07
1282,5,能代市,2024/10/17 14:07,2024/10/17 14:07
1283,5,横手市,2024/10/17 14:07,2024/10/17 14:07
1284,5,大館市,2024/10/17 14:07,2024/10/17 14:07
1285,5,男鹿市,2024/10/17 14:07,2024/10/17 14:07
1286,5,湯沢市,2024/10/17 14:07,2024/10/17 14:07
1287,5,鹿角市,2024/10/17 14:07,2024/10/17 14:07
1288,5,由利本荘市,2024/10/17 14:07,2024/10/17 14:07
1289,5,潟上市,2024/10/17 14:07,2024/10/17 14:07
1290,5,大仙市,2024/10/17 14:07,2024/10/17 14:07
1291,5,北秋田市,2024/10/17 14:07,2024/10/17 14:07
1292,5,にかほ市,2024/10/17 14:07,2024/10/17 14:07
1293,5,仙北市,2024/10/17 14:07,2024/10/17 14:07
1294,5,鹿角郡小坂町,2024/10/17 14:07,2024/10/17 14:07
1295,5,北秋田郡上小阿仁村,2024/10/17 14:07,2024/10/17 14:07
1296,5,山本郡藤里町,2024/10/17 14:07,2024/10/17 14:07
1297,5,山本郡三種町,2024/10/17 14:07,2024/10/17 14:07
1298,5,山本郡八峰町,2024/10/17 14:07,2024/10/17 14:07
1299,5,南秋田郡五城目町,2024/10/17 14:07,2024/10/17 14:07
1300,5,南秋田郡八郎潟町,2024/10/17 14:07,2024/10/17 14:07
1301,5,南秋田郡井川町,2024/10/17 14:07,2024/10/17 14:07
1302,5,南秋田郡大潟村,2024/10/17 14:07,2024/10/17 14:07
1303,5,仙北郡美郷町,2024/10/17 14:07,2024/10/17 14:07
1304,5,雄勝郡羽後町,2024/10/17 14:07,2024/10/17 14:07
1305,5,雄勝郡東成瀬村,2024/10/17 14:07,2024/10/17 14:07
1306,6,山形市,2024/10/17 14:07,2024/10/17 14:07
1307,6,米沢市,2024/10/17 14:07,2024/10/17 14:07
1308,6,鶴岡市,2024/10/17 14:07,2024/10/17 14:07
1309,6,酒田市,2024/10/17 14:07,2024/10/17 14:07
1310,6,新庄市,2024/10/17 14:07,2024/10/17 14:07
1311,6,寒河江市,2024/10/17 14:07,2024/10/17 14:07
1312,6,上山市,2024/10/17 14:07,2024/10/17 14:07
1313,6,村山市,2024/10/17 14:07,2024/10/17 14:07
1314,6,長井市,2024/10/17 14:07,2024/10/17 14:07
1315,6,天童市,2024/10/17 14:07,2024/10/17 14:07
1316,6,東根市,2024/10/17 14:07,2024/10/17 14:07
1317,6,尾花沢市,2024/10/17 14:07,2024/10/17 14:07
1318,6,南陽市,2024/10/17 14:07,2024/10/17 14:07
1319,6,東村山郡山辺町,2024/10/17 14:07,2024/10/17 14:07
1320,6,東村山郡中山町,2024/10/17 14:07,2024/10/17 14:07
1321,6,西村山郡河北町,2024/10/17 14:07,2024/10/17 14:07
1322,6,西村山郡西川町,2024/10/17 14:07,2024/10/17 14:07
1323,6,西村山郡朝日町,2024/10/17 14:07,2024/10/17 14:07
1324,6,西村山郡大江町,2024/10/17 14:07,2024/10/17 14:07
1325,6,北村山郡大石田町,2024/10/17 14:07,2024/10/17 14:07
1326,6,最上郡金山町,2024/10/17 14:07,2024/10/17 14:07
1327,6,最上郡最上町,2024/10/17 14:07,2024/10/17 14:07
1328,6,最上郡舟形町,2024/10/17 14:07,2024/10/17 14:07
1329,6,最上郡真室川町,2024/10/17 14:07,2024/10/17 14:07
1330,6,最上郡大蔵村,2024/10/17 14:07,2024/10/17 14:07
1331,6,最上郡鮭川村,2024/10/17 14:07,2024/10/17 14:07
1332,6,最上郡戸沢村,2024/10/17 14:07,2024/10/17 14:07
1333,6,東置賜郡高畠町,2024/10/17 14:07,2024/10/17 14:07
1334,6,東置賜郡川西町,2024/10/17 14:07,2024/10/17 14:07
1335,6,西置賜郡小国町,2024/10/17 14:07,2024/10/17 14:07
1336,6,西置賜郡白鷹町,2024/10/17 14:07,2024/10/17 14:07
1337,6,西置賜郡飯豊町,2024/10/17 14:07,2024/10/17 14:07
1338,6,東田川郡三川町,2024/10/17 14:07,2024/10/17 14:07
1339,6,東田川郡庄内町,2024/10/17 14:07,2024/10/17 14:07
1340,6,飽海郡遊佐町,2024/10/17 14:07,2024/10/17 14:07
1341,7,福島市,2024/10/17 14:07,2024/10/17 14:07
1342,7,会津若松市,2024/10/17 14:07,2024/10/17 14:07
1343,7,郡山市,2024/10/17 14:07,2024/10/17 14:07
1344,7,いわき市,2024/10/17 14:07,2024/10/17 14:07
1345,7,白河市,2024/10/17 14:07,2024/10/17 14:07
1346,7,須賀川市,2024/10/17 14:07,2024/10/17 14:07
1347,7,喜多方市,2024/10/17 14:07,2024/10/17 14:07
1348,7,相馬市,2024/10/17 14:07,2024/10/17 14:07
1349,7,二本松市,2024/10/17 14:07,2024/10/17 14:07
1350,7,田村市,2024/10/17 14:07,2024/10/17 14:07
1351,7,南相馬市,2024/10/17 14:07,2024/10/17 14:07
1352,7,伊達市,2024/10/17 14:07,2024/10/17 14:07
1353,7,本宮市,2024/10/17 14:07,2024/10/17 14:07
1354,7,伊達郡桑折町,2024/10/17 14:07,2024/10/17 14:07
1355,7,伊達郡国見町,2024/10/17 14:07,2024/10/17 14:07
1356,7,伊達郡川俣町,2024/10/17 14:07,2024/10/17 14:07
1357,7,安達郡大玉村,2024/10/17 14:07,2024/10/17 14:07
1358,7,岩瀬郡鏡石町,2024/10/17 14:07,2024/10/17 14:07
1359,7,岩瀬郡天栄村,2024/10/17 14:07,2024/10/17 14:07
1360,7,南会津郡下郷町,2024/10/17 14:07,2024/10/17 14:07
1361,7,南会津郡檜枝岐村,2024/10/17 14:07,2024/10/17 14:07
1362,7,南会津郡只見町,2024/10/17 14:07,2024/10/17 14:07
1363,7,南会津郡南会津町,2024/10/17 14:07,2024/10/17 14:07
1364,7,耶麻郡北塩原村,2024/10/17 14:07,2024/10/17 14:07
1365,7,耶麻郡西会津町,2024/10/17 14:07,2024/10/17 14:07
1366,7,耶麻郡磐梯町,2024/10/17 14:07,2024/10/17 14:07
1367,7,耶麻郡猪苗代町,2024/10/17 14:07,2024/10/17 14:07
1368,7,河沼郡会津坂下町,2024/10/17 14:07,2024/10/17 14:07
1369,7,河沼郡湯川村,2024/10/17 14:07,2024/10/17 14:07
1370,7,河沼郡柳津町,2024/10/17 14:07,2024/10/17 14:07
1371,7,大沼郡三島町,2024/10/17 14:07,2024/10/17 14:07
